credit_history,employment_status,collateral,payment_history,type_of_credit_accounts,public_records_and_collections,purpose_of_loan,income,assets_value,debt_to_income_ratio,length_of_credit_history,number_of_credit_inquiries,number_of_credit_accounts,number_of_credit_accounts_opened_last_12_months,current_balance_of_credit_accounts,total_credit_limit,total_credit_utilization,loan_amount,saving_account_balance,approval_status
Poor,Self-Employed,Other,Poor,Auto,Bankruptcy,Car Financing,46916,26134,89,4,1,1,0,13642,15369,82,1506,1189,Rejected
Excellent,Unemployed,House,Fair,Other,Other,Debt Consolidation,32023,28842,8,89,3,4,4,8529,11492,58,2045,7323,Rejected
Fair,Employed,None,Poor,Mortgage,Bankruptcy,Other,26379,15399,24,80,1,3,0,2916,8390,42,2277,6941,Rejected
Excellent,Self-Employed,Investment,Excellent,Mortgage,Other,Car Financing,31356,15235,79,98,1,2,2,4146,6103,50,2489,4474,Rejected
Excellent,Employed,House,Excellent,Other,None,Car Financing,30401,47039,37,61,0,4,2,3132,9712,66,1625,1271,Rejected
Good,Unemployed,Land,Fair,Student,Collection,Home Improvement,38866,47835,71,87,5,1,0,420,8918,66,4445,17582,Rejected
Good,Self-Employed,Land,Good,Student,Bankruptcy,Car Financing,12671,21773,72,88,4,5,4,11167,18357,33,1295,12645,Rejected
Poor,Unemployed,None,Fair,Other,Bankruptcy,Car Financing,24442,34291,26,18,2,1,4,18491,16595,78,3965,10956,Rejected
Excellent,Unemployed,Car,Excellent,Other,Collection,Debt Consolidation,17746,18838,6,53,5,4,1,8843,17496,94,4882,672,Rejected
Excellent,Unemployed,House,Excellent,Student,Judgement,Home Improvement,38807,29974,59,78,5,5,3,7621,6740,55,1448,15919,Rejected
Good,Unemployed,Other,Poor,Mortgage,Collection,Car Financing,46480,25961,19,21,1,2,1,7306,17491,97,1809,584,Rejected
Good,Unemployed,Land,Excellent,Student,Tax Lien,Car Financing,28255,47555,33,68,4,1,3,2799,8753,96,4497,10055,Rejected
Poor,Employed,House,Good,Other,Tax Lien,Other,17263,26311,71,62,2,2,4,6401,946,58,1243,16268,Rejected
Fair,Employed,House,Poor,Personal,Collection,Debt Consolidation,32332,42355,63,50,5,3,4,10564,1975,36,3126,3849,Rejected
Good,Employed,None,Poor,Other,None,Debt Consolidation,21057,33176,64,30,0,0,4,1189,6382,53,3166,11368,Approved
Excellent,Unemployed,Investment,Good,Personal,Judgement,Other,38509,17007,89,40,2,4,3,8331,18380,43,1303,12841,Rejected
Good,Self-Employed,None,Excellent,Personal,Bankruptcy,Other,40044,47373,86,87,1,2,0,16501,16407,54,4355,13594,Approved
Good,Self-Employed,None,Fair,Auto,Judgement,Business,45199,24701,91,88,5,1,2,9952,4193,36,2719,9554,Approved
Poor,Self-Employed,House,Poor,Student,None,Debt Consolidation,14230,42962,24,11,0,4,0,15802,19336,94,2551,7965,Rejected
Good,Unemployed,Car,Excellent,Mortgage,Judgement,Home Improvement,45626,48121,31,59,0,4,3,6655,8244,1,1857,6804,Rejected
Fair,Unemployed,Other,Good,Mortgage,None,Other,20695,31560,66,8,2,3,3,11241,9336,51,2082,3075,Rejected
Fair,Employed,Car,Poor,Mortgage,Tax Lien,Debt Consolidation,45832,15168,58,89,3,3,0,5450,17324,57,4384,6315,Rejected
Good,Self-Employed,Investment,Fair,Student,Judgement,Other,44486,12886,0,60,4,3,3,427,19351,58,4861,5008,Approved
Poor,Employed,House,Good,Personal,None,Home Improvement,33542,27997,71,12,1,3,4,9635,9890,67,1150,5368,Rejected
Fair,Unemployed,House,Good,Other,None,Home Improvement,17585,28699,6,4,3,0,4,7158,2875,6,4242,15875,Rejected
Fair,Unemployed,Land,Fair,Student,Bankruptcy,Business,17732,37518,73,85,3,1,5,3892,11175,76,2161,15807,Rejected
Fair,Employed,Investment,Excellent,Mortgage,Other,Other,27526,25658,11,95,0,3,2,17400,16618,7,3983,16829,Rejected
Fair,Self-Employed,Other,Excellent,Other,None,Home Improvement,42576,48320,38,27,5,4,4,7585,834,26,2593,12385,Rejected
Good,Unemployed,Other,Good,Mortgage,Judgement,Home Improvement,17859,17339,68,88,0,5,5,8416,18875,25,4099,12957,Rejected
Fair,Unemployed,Land,Excellent,Student,Collection,Car Financing,21807,34421,92,65,2,4,4,12872,14974,75,2269,1308,Rejected
Fair,Self-Employed,House,Excellent,Mortgage,Other,Home Improvement,49915,18937,27,70,0,0,1,9464,10893,41,3810,3448,Rejected
Excellent,Self-Employed,None,Fair,Mortgage,Judgement,Car Financing,43671,21871,42,72,4,3,1,10358,9633,26,1360,12130,Rejected
Excellent,Unemployed,Investment,Poor,Auto,None,Debt Consolidation,27454,25685,51,51,3,2,3,15399,30,71,4056,13854,Rejected
Excellent,Unemployed,House,Excellent,Auto,Other,Debt Consolidation,49542,45469,24,24,0,2,2,352,6837,33,4559,2606,Rejected
Fair,Unemployed,Investment,Poor,Auto,Collection,Business,39273,16999,71,23,5,3,3,203,18605,29,1829,9755,Rejected
Good,Unemployed,None,Good,Other,Judgement,Other,14935,44618,7,56,4,4,2,14359,11539,15,4890,15052,Approved
Excellent,Self-Employed,Other,Fair,Personal,None,Debt Consolidation,41642,20162,60,81,5,1,2,4769,19207,74,1213,107,Rejected
Fair,Self-Employed,Other,Excellent,Student,Bankruptcy,Home Improvement,18878,48065,9,9,4,5,1,19004,19972,63,4116,2502,Rejected
Fair,Unemployed,Car,Good,Student,None,Business,44317,46441,69,40,3,0,0,8190,15951,34,3950,17925,Rejected
Poor,Self-Employed,Land,Good,Other,Tax Lien,Business,49302,40164,68,95,4,4,1,2261,9038,13,3985,6416,Rejected
Poor,Employed,Car,Excellent,Personal,Other,Other,32104,15216,44,26,3,0,3,4124,3293,52,2380,11482,Rejected
Good,Employed,None,Excellent,Mortgage,Judgement,Car Financing,10667,18591,45,51,0,1,3,3794,15648,1,4437,1959,Rejected
Excellent,Unemployed,House,Good,Auto,Judgement,Car Financing,11387,17906,92,94,3,0,4,19434,3706,25,4321,13384,Rejected
Fair,Employed,Other,Excellent,Auto,Bankruptcy,Business,12186,44685,62,81,0,2,4,15326,5007,54,4297,16754,Rejected
Fair,Self-Employed,Investment,Excellent,Other,Collection,Other,12597,18746,5,15,3,5,2,8409,12209,83,1210,6408,Rejected
Good,Self-Employed,Land,Good,Student,Tax Lien,Other,33007,37001,22,30,1,0,4,8260,4902,2,3791,7582,Rejected
Good,Unemployed,House,Fair,Other,Tax Lien,Business,29294,25375,38,38,1,0,0,8007,7451,97,3461,19830,Rejected
Good,Employed,House,Good,Auto,Judgement,Home Improvement,34641,10200,97,25,3,4,3,1096,847,16,4937,13126,Approved
Fair,Employed,Car,Poor,Auto,Collection,Business,33295,39273,71,4,4,2,5,15726,12811,20,1909,19695,Rejected
Fair,Unemployed,Other,Excellent,Student,Tax Lien,Debt Consolidation,45221,48221,97,72,3,4,3,18084,13574,17,3556,166,Rejected
Excellent,Employed,Car,Good,Student,Tax Lien,Other,45118,45910,25,78,0,4,0,2728,3470,91,1620,8931,Rejected
Excellent,Unemployed,Land,Poor,Personal,Other,Car Financing,33286,15328,28,84,4,2,2,18517,9899,69,2493,2006,Rejected
Excellent,Unemployed,Other,Fair,Other,Tax Lien,Home Improvement,33582,22160,58,93,4,3,5,2086,18972,56,2508,5443,Rejected
Excellent,Unemployed,None,Fair,Personal,Judgement,Car Financing,35037,20890,18,34,2,0,4,1630,13232,44,4350,15740,Rejected
Excellent,Self-Employed,None,Excellent,Auto,Tax Lien,Business,23132,13841,78,32,1,1,4,633,12506,65,2269,9226,Rejected
Fair,Employed,House,Excellent,Student,Other,Car Financing,32294,41334,24,63,1,4,2,2458,18336,72,4060,16072,Rejected
Good,Self-Employed,Car,Fair,Other,Judgement,Other,47849,46309,80,16,0,4,5,12388,13262,0,4436,5451,Approved
Fair,Self-Employed,House,Good,Other,Bankruptcy,Other,20104,49783,35,51,2,0,3,19084,4089,37,4576,18674,Rejected
Poor,Unemployed,Other,Poor,Auto,Collection,Business,41657,11251,100,53,0,0,5,2353,10080,81,4222,14726,Rejected
Excellent,Unemployed,Other,Fair,Auto,None,Debt Consolidation,49056,10709,6,91,1,3,2,4105,12991,76,2126,13720,Rejected
Poor,Unemployed,Investment,Good,Student,Bankruptcy,Other,31472,14892,84,82,1,0,0,8764,7951,81,2142,16549,Rejected
Good,Employed,None,Good,Student,Tax Lien,Debt Consolidation,16009,24569,38,82,1,5,3,5536,6033,4,2636,7799,Approved
Excellent,Employed,Investment,Fair,Personal,Tax Lien,Debt Consolidation,26984,17788,35,39,1,0,0,15921,18423,47,4302,17019,Rejected
Fair,Self-Employed,None,Poor,Student,Collection,Other,41470,22976,32,80,5,0,1,14475,54,30,4325,5118,Rejected
Poor,Unemployed,Investment,Good,Other,Judgement,Business,43513,25363,78,55,5,1,3,2664,15304,91,4517,17143,Rejected
Poor,Unemployed,House,Fair,Mortgage,None,Debt Consolidation,39761,12876,94,9,1,3,2,1888,15079,83,3106,2894,Rejected
Poor,Unemployed,House,Fair,Auto,Tax Lien,Business,22670,14230,67,36,1,3,1,14042,694,58,4983,7731,Rejected
Good,Unemployed,Other,Fair,Auto,Bankruptcy,Business,44436,38459,75,50,3,3,0,15891,6147,78,3142,8791,Rejected
Good,Employed,Investment,Fair,Other,Tax Lien,Car Financing,25051,24601,67,7,1,0,5,19843,15123,49,4145,9107,Rejected
Excellent,Employed,Other,Poor,Student,Collection,Business,32263,44825,91,96,1,3,0,18641,19990,57,4489,9636,Rejected
Poor,Unemployed,Land,Poor,Other,Collection,Other,46185,18161,57,27,3,5,5,7589,651,67,2413,16670,Rejected
Poor,Employed,Car,Excellent,Auto,Bankruptcy,Debt Consolidation,37458,11132,59,38,2,2,1,15037,3068,89,3762,4476,Rejected
Good,Unemployed,House,Poor,Other,Bankruptcy,Home Improvement,37068,46574,59,96,2,4,2,240,19284,30,1427,13862,Rejected
Excellent,Self-Employed,Other,Fair,Auto,Tax Lien,Debt Consolidation,22460,42805,75,14,1,4,3,17,17291,90,4927,8848,Rejected
Good,Employed,Land,Good,Mortgage,Collection,Car Financing,44148,45748,7,2,5,2,4,1469,5202,80,3453,17758,Rejected
Good,Self-Employed,Investment,Fair,Mortgage,Bankruptcy,Car Financing,25633,38816,61,49,3,5,1,9234,17520,8,3862,9396,Approved
Poor,Self-Employed,Land,Fair,Personal,None,Home Improvement,45378,45255,30,52,3,1,0,6956,12554,62,3346,4120,Rejected
Excellent,Self-Employed,Car,Good,Personal,Bankruptcy,Debt Consolidation,49776,13151,32,62,0,0,0,13861,1221,97,3948,10407,Rejected
Poor,Self-Employed,Other,Fair,Other,Judgement,Home Improvement,22417,12427,28,50,3,3,4,16943,19750,37,1884,3640,Rejected
Poor,Unemployed,House,Excellent,Mortgage,None,Other,33527,16485,55,48,5,3,0,9816,3651,22,1432,2683,Rejected
Excellent,Unemployed,Land,Fair,Student,Collection,Home Improvement,20220,23854,65,100,2,3,3,561,4810,51,1576,1741,Rejected
Good,Self-Employed,Car,Excellent,Personal,Tax Lien,Home Improvement,49674,33237,42,67,3,1,2,15150,17609,69,2262,1681,Rejected
Excellent,Unemployed,Other,Fair,Auto,Collection,Home Improvement,28037,38481,11,68,3,2,1,5133,17194,80,2242,12788,Rejected
Poor,Unemployed,Investment,Excellent,Auto,None,Debt Consolidation,36870,13235,45,82,5,4,0,18285,19053,90,1404,5909,Rejected
Fair,Unemployed,Other,Excellent,Student,Tax Lien,Home Improvement,47642,24580,32,83,2,4,4,12282,13069,70,4197,1900,Rejected
Good,Self-Employed,Investment,Good,Student,Bankruptcy,Car Financing,34668,24967,17,45,5,2,1,13869,11571,73,3716,5726,Approved
Good,Unemployed,None,Fair,Student,Judgement,Home Improvement,28063,48519,46,12,3,4,3,6381,3930,98,1375,15959,Rejected
Good,Employed,Car,Excellent,Personal,Collection,Car Financing,18281,37174,28,18,4,2,0,13610,15500,96,3700,3530,Rejected
Good,Self-Employed,Land,Poor,Auto,Other,Business,31197,15889,24,82,3,1,0,6652,2814,61,4474,4029,Rejected
Good,Employed,House,Poor,Personal,Bankruptcy,Home Improvement,24046,32340,74,41,3,2,1,16230,15215,91,1401,606,Rejected
Fair,Employed,Car,Good,Mortgage,Judgement,Other,19802,33199,86,62,2,0,2,10247,5388,86,2211,12066,Rejected
Poor,Employed,Investment,Poor,Mortgage,Other,Other,28129,41659,98,51,0,4,1,19311,10273,53,1318,6071,Rejected
Excellent,Self-Employed,Investment,Poor,Other,Judgement,Business,47984,41503,22,24,3,1,1,16010,5263,19,1669,12239,Rejected
Excellent,Employed,Investment,Poor,Student,Judgement,Business,36745,25959,32,48,5,5,2,15582,10994,41,1606,12841,Rejected
Fair,Self-Employed,Land,Good,Mortgage,Judgement,Other,16660,31771,13,62,4,5,0,6832,4550,65,2399,3943,Rejected
Poor,Self-Employed,Car,Poor,Student,Judgement,Home Improvement,20486,48310,79,96,1,2,5,17754,18470,53,1618,13732,Rejected
Fair,Self-Employed,Other,Excellent,Auto,Collection,Car Financing,49113,30425,3,19,1,1,1,11783,9652,29,3723,15627,Rejected
Excellent,Unemployed,Car,Fair,Personal,None,Car Financing,23066,27226,82,84,0,1,3,3098,18304,75,2519,11204,Rejected
Poor,Self-Employed,Land,Excellent,Mortgage,Collection,Car Financing,41173,26497,80,31,0,5,1,10720,19551,85,3144,4371,Rejected
Excellent,Employed,House,Excellent,Other,Tax Lien,Business,37381,19360,89,95,1,3,3,16066,5392,85,3969,17557,Rejected
Excellent,Self-Employed,None,Excellent,Mortgage,None,Other,33922,36863,99,0,0,1,4,3013,11638,100,2866,13337,Rejected
Poor,Employed,Car,Poor,Student,None,Home Improvement,37523,48976,31,55,4,3,0,2,15414,42,3140,7543,Rejected
Excellent,Unemployed,Land,Fair,Other,Tax Lien,Home Improvement,15687,29009,32,0,5,0,1,17810,9017,63,3737,3545,Rejected
Excellent,Unemployed,Investment,Fair,Student,None,Other,32809,25551,1,84,3,5,3,13722,14272,48,4303,10036,Rejected
Fair,Employed,Investment,Poor,Auto,Tax Lien,Other,15880,36945,22,17,3,2,1,8802,4981,52,2573,5886,Rejected
Good,Self-Employed,Other,Fair,Auto,None,Home Improvement,15419,42784,49,23,1,3,0,17022,3911,2,2265,12889,Approved
Poor,Unemployed,Investment,Fair,Other,Bankruptcy,Business,37918,14908,76,30,0,1,4,8676,1023,84,2277,19964,Rejected
Good,Unemployed,Car,Excellent,Personal,Bankruptcy,Debt Consolidation,15476,31712,73,90,0,1,5,6024,11554,65,3974,1018,Rejected
Poor,Employed,House,Excellent,Other,Collection,Business,44131,20507,3,70,0,3,3,13777,7326,74,2434,19385,Rejected
Good,Unemployed,Other,Poor,Other,None,Business,27074,27756,18,100,1,1,1,295,14996,19,2149,5913,Rejected
Good,Unemployed,None,Poor,Auto,None,Other,19330,24511,47,4,1,5,0,2197,1348,28,2937,15760,Rejected
Good,Self-Employed,House,Good,Mortgage,Bankruptcy,Other,17066,46919,22,91,3,5,0,19818,3143,43,3851,1528,Rejected
Fair,Unemployed,Land,Good,Auto,Tax Lien,Home Improvement,37251,17245,67,19,3,2,1,11439,16886,64,4190,16989,Rejected
Fair,Unemployed,Other,Poor,Personal,Collection,Home Improvement,12572,27513,65,8,4,3,5,3507,11913,8,1315,6908,Rejected
Good,Self-Employed,None,Good,Student,Bankruptcy,Business,40567,49999,34,64,1,4,2,13871,16232,3,4419,7551,Approved
Poor,Employed,Land,Poor,Auto,Collection,Debt Consolidation,43778,38705,9,52,5,1,0,13415,2700,55,2702,9852,Rejected
Excellent,Unemployed,None,Poor,Other,None,Business,35752,25371,34,69,2,4,1,11936,13265,96,2912,5248,Rejected
Good,Self-Employed,Car,Poor,Mortgage,Judgement,Home Improvement,25289,28881,27,31,0,1,2,10276,7216,12,3438,10589,Approved
Poor,Unemployed,House,Excellent,Personal,Bankruptcy,Car Financing,21870,39353,12,78,3,2,5,16752,8568,11,3371,10121,Rejected
Fair,Self-Employed,Car,Excellent,Other,Bankruptcy,Home Improvement,47732,15971,47,16,1,0,1,104,16276,12,1410,18294,Rejected
Good,Unemployed,Land,Poor,Mortgage,Collection,Other,41577,39070,23,29,0,3,2,11065,2842,61,2527,7217,Rejected
Excellent,Employed,House,Poor,Student,Collection,Home Improvement,43838,10085,22,59,3,5,4,13343,8274,34,3549,12591,Rejected
Good,Self-Employed,Other,Excellent,Personal,None,Car Financing,49302,14141,46,30,0,0,1,83,14680,41,1472,17749,Rejected
Poor,Self-Employed,Car,Excellent,Student,Tax Lien,Debt Consolidation,49977,24532,74,73,2,3,3,695,18085,17,1548,9570,Rejected
Fair,Unemployed,Land,Excellent,Mortgage,None,Other,14889,15517,13,88,5,3,1,705,3775,26,2842,7245,Rejected
Poor,Employed,Land,Poor,Student,Judgement,Car Financing,16903,35367,64,54,4,0,1,1799,17689,50,4972,2612,Rejected
Poor,Self-Employed,Car,Good,Student,Judgement,Car Financing,35536,34862,94,28,2,1,4,1211,19105,0,1323,11944,Rejected
Poor,Self-Employed,Investment,Fair,Auto,None,Business,23225,27290,18,88,1,4,2,1109,16909,59,1513,17492,Rejected
Fair,Unemployed,House,Fair,Auto,Other,Business,21068,13807,39,71,5,1,2,8394,14312,32,3791,3336,Rejected
Excellent,Self-Employed,None,Fair,Personal,Collection,Home Improvement,19215,44847,26,8,5,3,1,5677,16112,87,2797,8681,Rejected
Good,Unemployed,Car,Excellent,Personal,Bankruptcy,Car Financing,48503,19791,53,14,0,3,0,4225,8139,60,1017,12170,Rejected
Fair,Self-Employed,Other,Fair,Student,Bankruptcy,Car Financing,49351,12660,78,37,1,5,1,19935,15705,45,4470,3747,Rejected
Good,Self-Employed,Investment,Excellent,Other,Collection,Other,17228,21542,18,83,0,4,0,12206,8497,99,2443,11524,Approved
Good,Employed,Land,Good,Personal,None,Car Financing,13421,24310,31,60,0,2,3,1333,6825,6,4009,19474,Approved
Good,Self-Employed,House,Good,Auto,Bankruptcy,Other,46477,35732,29,85,5,2,1,18588,667,82,4040,1631,Rejected
Excellent,Employed,None,Excellent,Student,Tax Lien,Business,17144,23662,55,6,4,4,5,8643,18431,22,2603,6936,Rejected
Fair,Unemployed,Investment,Fair,Auto,Other,Other,24739,25372,92,34,4,5,5,13875,4084,35,4524,13130,Rejected
Fair,Unemployed,House,Good,Other,None,Business,16485,13710,83,65,1,1,1,17652,12324,100,4360,2767,Rejected
Excellent,Employed,Investment,Excellent,Auto,Tax Lien,Other,31844,28123,0,2,1,2,4,588,19368,28,4416,8208,Rejected
Fair,Self-Employed,Other,Excellent,Student,Tax Lien,Debt Consolidation,20091,32438,42,15,3,0,1,16387,10004,82,1961,14609,Rejected
Good,Self-Employed,Car,Excellent,Personal,Tax Lien,Other,20379,42302,3,71,4,4,1,18600,6103,87,1122,15986,Approved
Good,Self-Employed,None,Excellent,Student,Tax Lien,Business,36050,45088,50,49,1,5,1,6405,15569,59,2886,16611,Rejected
Good,Employed,None,Excellent,Auto,Other,Home Improvement,45019,25252,86,10,4,3,2,14447,17704,43,2013,15074,Approved
Good,Employed,Car,Excellent,Other,None,Debt Consolidation,18849,24867,50,57,1,3,4,16616,8044,92,4563,16763,Approved
Fair,Self-Employed,Land,Excellent,Mortgage,Judgement,Home Improvement,12417,16758,55,86,0,3,0,18772,305,76,1877,16477,Rejected
Fair,Self-Employed,Investment,Good,Personal,Tax Lien,Car Financing,39822,44705,20,62,0,5,4,12444,19271,82,3982,6232,Rejected
Poor,Employed,Land,Poor,Auto,Collection,Business,27033,14557,6,47,1,1,2,6401,14564,59,3648,14818,Rejected
Poor,Unemployed,House,Poor,Student,Other,Other,45289,45450,24,71,3,4,5,13777,14487,48,1054,11286,Rejected
Fair,Employed,None,Excellent,Auto,Other,Home Improvement,23173,31597,25,64,4,5,5,14879,12061,60,2525,13764,Rejected
Excellent,Employed,Car,Good,Auto,Collection,Car Financing,26933,45164,49,26,1,5,0,5188,14655,11,1399,2158,Rejected
Fair,Self-Employed,Investment,Excellent,Personal,Other,Business,17252,28860,56,96,3,4,3,15015,6983,50,4838,8558,Rejected
Fair,Self-Employed,Investment,Excellent,Student,Other,Other,37026,21502,36,57,1,0,4,5267,6872,60,1242,14002,Rejected
Fair,Employed,None,Fair,Student,Judgement,Business,47900,45808,95,83,3,2,4,17509,3361,25,2351,128,Rejected
Poor,Unemployed,Car,Poor,Other,Tax Lien,Home Improvement,32292,23760,59,16,5,1,3,15785,6249,55,4385,17025,Rejected
Fair,Employed,Car,Excellent,Mortgage,Bankruptcy,Car Financing,23030,33625,7,61,4,4,0,8062,13465,21,2896,411,Rejected
Excellent,Self-Employed,Land,Fair,Personal,Bankruptcy,Other,41376,25168,13,37,4,5,2,5430,8033,77,3940,18287,Rejected
Poor,Self-Employed,House,Fair,Personal,Other,Other,32251,37462,81,92,1,0,1,15320,3095,24,4106,7448,Rejected
Poor,Self-Employed,Car,Excellent,Auto,Tax Lien,Other,34897,48220,4,68,4,3,2,16460,18402,36,2138,3179,Rejected
Good,Employed,Other,Fair,Mortgage,Tax Lien,Home Improvement,31631,13203,17,73,4,4,4,17216,19289,21,2627,3808,Approved
Fair,Self-Employed,Investment,Excellent,Personal,Bankruptcy,Home Improvement,34516,36861,49,44,2,5,3,14651,2607,19,2807,6987,Rejected
Excellent,Unemployed,Investment,Good,Personal,None,Debt Consolidation,43876,18973,8,55,3,5,0,17024,13649,45,3729,12951,Rejected
Poor,Unemployed,House,Good,Mortgage,Judgement,Car Financing,15657,36318,88,80,1,1,0,2821,10754,19,4978,4258,Rejected
Fair,Employed,House,Poor,Auto,Other,Home Improvement,25025,43385,52,54,4,0,1,5522,11818,31,3849,2421,Rejected
Good,Self-Employed,House,Fair,Other,Other,Home Improvement,28771,35503,48,28,2,1,5,57,8338,26,4319,12745,Rejected
Poor,Unemployed,Car,Good,Student,Judgement,Debt Consolidation,24952,17014,43,51,3,4,3,6263,158,56,1260,3166,Rejected
Fair,Unemployed,House,Poor,Other,None,Other,23543,14472,1,49,2,1,2,292,11898,55,1998,429,Rejected
Good,Unemployed,Investment,Good,Other,Tax Lien,Car Financing,20788,11539,4,60,3,2,4,15424,1914,93,2634,2689,Rejected
Poor,Employed,Car,Fair,Mortgage,Tax Lien,Business,20153,36792,52,86,3,3,2,2551,7041,22,4327,14505,Rejected
Excellent,Employed,Car,Fair,Personal,Tax Lien,Business,46747,15112,71,21,1,3,2,16021,14188,8,3000,1327,Rejected
Good,Employed,None,Fair,Mortgage,Collection,Debt Consolidation,42157,40995,51,13,2,4,5,18086,18063,34,4142,4184,Rejected
Excellent,Self-Employed,Investment,Excellent,Personal,Collection,Debt Consolidation,40972,10585,90,23,5,0,4,18250,18373,69,1877,9528,Rejected
Excellent,Employed,Other,Poor,Auto,Other,Other,15519,32364,0,47,4,3,0,12141,9748,50,1605,19209,Rejected
Excellent,Employed,Land,Excellent,Mortgage,Collection,Debt Consolidation,48206,29647,12,17,2,4,5,17127,17300,33,1052,17997,Rejected
Excellent,Unemployed,Land,Poor,Mortgage,None,Debt Consolidation,15551,13474,50,14,4,0,3,10785,10520,26,4832,6272,Rejected
Good,Self-Employed,Car,Poor,Personal,None,Other,43783,43618,96,74,5,0,4,1078,10626,7,1921,10972,Rejected
Good,Self-Employed,House,Poor,Student,Tax Lien,Car Financing,14389,31293,35,28,4,2,0,11571,13092,6,3584,13132,Rejected
Fair,Self-Employed,Car,Good,Other,Collection,Business,33128,42814,5,49,3,2,0,4278,9353,41,2300,12039,Rejected
Fair,Employed,Car,Excellent,Other,Judgement,Other,48569,45135,78,98,2,1,2,2959,8634,82,2841,12131,Rejected
Good,Unemployed,Car,Good,Other,None,Business,36145,24570,11,92,3,0,1,9771,19701,31,3513,18532,Rejected
Poor,Employed,Land,Good,Personal,Tax Lien,Debt Consolidation,27943,43634,45,83,3,3,1,8429,16960,46,1426,260,Rejected
Fair,Employed,Investment,Poor,Other,Tax Lien,Home Improvement,29316,34890,61,97,4,1,4,9760,4093,3,4843,19112,Rejected
Excellent,Employed,House,Fair,Personal,Other,Business,37693,33266,77,66,3,5,4,10358,14685,94,2407,8775,Rejected
Good,Employed,Car,Excellent,Auto,Tax Lien,Other,17733,39688,50,99,4,3,2,3921,395,21,1410,10018,Approved
Good,Self-Employed,Car,Good,Personal,Judgement,Car Financing,44560,36015,85,63,1,3,4,2983,12741,5,4169,5606,Approved
Good,Self-Employed,Investment,Excellent,Other,Tax Lien,Home Improvement,24926,27613,66,25,1,2,2,8673,14500,14,1275,1323,Approved
Good,Self-Employed,House,Fair,Student,Other,Car Financing,17299,28773,20,84,0,2,4,302,7076,31,4711,1204,Rejected
Good,Self-Employed,Other,Excellent,Student,Tax Lien,Other,21896,48670,5,15,0,2,0,7701,17362,68,3100,14353,Approved
Excellent,Self-Employed,None,Good,Student,Tax Lien,Debt Consolidation,36317,14128,41,85,0,5,0,19821,17030,35,2709,5759,Rejected
Poor,Employed,Car,Excellent,Other,Tax Lien,Home Improvement,15599,11533,36,29,5,0,1,8956,6393,98,1200,14398,Rejected
Fair,Self-Employed,None,Excellent,Personal,Collection,Business,44626,44938,56,65,0,4,0,12566,3111,6,4792,583,Rejected
Good,Self-Employed,Investment,Poor,Student,Collection,Other,46859,26773,27,90,0,5,4,2511,5354,81,4312,8242,Approved
Fair,Employed,Other,Fair,Other,Collection,Home Improvement,19709,39285,47,1,3,5,5,10214,13854,40,1379,5149,Rejected
Poor,Employed,Investment,Poor,Personal,Tax Lien,Business,28351,24828,41,99,1,0,5,2347,19129,68,3750,14693,Rejected
Excellent,Employed,Land,Fair,Auto,Collection,Debt Consolidation,42076,47514,34,97,0,3,3,14881,7728,0,2048,15050,Rejected
Good,Self-Employed,None,Poor,Personal,Tax Lien,Other,49513,43664,37,49,3,3,0,13167,4446,29,4483,7906,Approved
Poor,Unemployed,Car,Fair,Student,None,Business,25847,49540,10,64,5,1,1,12896,18295,53,4769,8106,Rejected
Poor,Employed,Investment,Excellent,Personal,None,Other,10162,22396,88,63,3,3,2,13238,13776,31,1527,15105,Rejected
Excellent,Employed,None,Poor,Personal,Bankruptcy,Debt Consolidation,20703,41301,71,36,2,1,2,7267,12615,33,2974,11516,Rejected
Poor,Self-Employed,None,Excellent,Student,Bankruptcy,Business,38687,29577,9,98,1,5,5,2798,17114,87,2996,12181,Rejected
Poor,Self-Employed,Other,Fair,Auto,Collection,Car Financing,44838,35822,98,4,4,4,2,5041,14426,3,4970,8015,Rejected
Good,Employed,Investment,Poor,Other,Judgement,Other,27881,21325,49,54,3,4,2,13872,17823,86,1676,1944,Approved
Fair,Employed,Land,Good,Student,Tax Lien,Business,20180,19538,20,34,4,0,0,15418,18870,81,1436,2363,Rejected
Good,Employed,Other,Poor,Other,Collection,Debt Consolidation,12622,44763,100,84,1,3,1,5353,1791,58,1690,14294,Approved
Good,Self-Employed,House,Fair,Auto,Judgement,Debt Consolidation,20636,27234,36,61,0,1,0,8405,13576,46,1003,16479,Approved
Good,Unemployed,House,Good,Personal,Bankruptcy,Other,47740,49346,93,55,2,5,4,13687,5700,80,3260,16000,Rejected
Poor,Employed,Land,Poor,Auto,Judgement,Car Financing,11494,11390,17,67,4,2,5,12444,14543,17,2350,5217,Rejected
Poor,Unemployed,Investment,Fair,Auto,Other,Home Improvement,14872,25794,37,100,2,5,3,3130,17617,85,3524,8941,Rejected
Fair,Unemployed,Investment,Poor,Student,None,Business,29986,24209,77,75,1,0,3,3787,15579,51,4329,16279,Rejected
Good,Employed,Other,Poor,Personal,Other,Business,28329,35737,42,84,5,4,5,16685,6699,90,4477,5867,Approved
Good,Self-Employed,Land,Fair,Other,None,Business,29607,18225,92,93,3,4,4,12546,7885,49,1985,8152,Rejected
Poor,Self-Employed,Car,Fair,Other,None,Car Financing,44118,49352,70,72,0,1,5,9691,4290,40,1975,9969,Rejected
